,Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Correct
0,Y.Yamamoto o4.5 Ks,PropBetGuy,Los Angeles Dodgers,Y.Yamamoto,Atlanta Braves,0,0.9285714285714286,1,0.8,1,0.9,1,-135,1.35,2.35,1.0,N
1,B.Marsh o0.5 hits+runs+rbi,Rotowire,Philadelphia Phillies,B.Marsh,Milwaukee Brewers,0,0.6504065040650406,1,0.6,1,0.8,1,100,0.75,1.5,0.75,Y
2,J.Wilson o0.5 hits+runs+rbi,Rotowire,Oakland Athletics,J.Wilson,Chicago Cubs,0,0.75,1,0.8,1,0.7,1,100,0.75,1.5,0.75,Y
3,Y.Yamamoto o5.5 strikeouts,Rotowire Prizepicks,Los Angeles Dodgers,Y.Yamamoto,Atlanta Braves,0,0.7142857142857143,1,0.8,1,0.7,1,100,1.5,3.0,1.5,N
4,M.Fried u18.5 Outs,SBK5065,Atlanta Braves,M.Fried,Los Angeles Dodgers,1,0.6153846153846154,1,0.4,0,0.7,1,-189,1.0,1.529100529100529,0.5291005291005291,Y
5,S.Imanaga u1.5 BB,SBK5065,Chicago Cubs,S.Imanaga,Oakland Athletics,1,0.8148148148148148,1,0.6,1,0.8,1,-200,1.0,1.5,0.5,N
6,J.Pederson o1.5 hits+runs+rbi,Rotowire,Arizona Diamondbacks,J.Pederson,Colorado Rockies,0,0.4583333333333333,0,0.4,0,0.4,0,100,0.75,1.5,0.75,N
7,P.Pages u0.5 Hits,LinesAtLunch,St Louis Cardinals,P.Pages,Pittsburgh Pirates,1,0.4285714285714285,0,0.4,0,0.5,0,-110,1.1,2.1,1.0,N
8,J.Pederson o1.5 Total Bases,LinesAtLunch,Arizona Diamondbacks,J.Pederson,Colorado Rockies,0,0.35,0,0.2,0,0.1,0,-110,1.1,2.1,1.0,N
9,P.Lopez o5.5 strikeouts,Rotowire Prizepicks,Minnesota Twins,P.Lopez,Cleveland Guardians,0,0.6206896551724138,1,0.6,1,0.6,1,100,1.5,3.0,1.5,N
10,J.Cannon o4.5 strikeouts,Rotowire Prizepicks,Chicago White Sox,J.Cannon,Los Angeles Angels,0,0.2222222222222222,0,0.0,0,0.1,0,100,1.5,3.0,1.5,Y
11,P.Alonso o0.5 HR,charliedisturco,New York Mets,P.Alonso,Washington Nationals,1,0.2013422818791946,0,0.2,0,0.1,0,550,0.15,0.975,0.825,N
12,C.Walker o0.5 HR,charliedisturco,Arizona Diamondbacks,C.Walker,Colorado Rockies,0,0.1724137931034483,0,0.2,0,0.1,0,280,0.15,0.57,0.4199999999999999,N
13,B.Witt o0.5 HR,charliedisturco,Kansas City Royals,B.Witt,Detroit Tigers,1,0.18,0,0.2,0,0.1,0,525,0.15,0.9375,0.7875,Y
14,J.Tena o0.5 hits+runs+rbi,Rotowire,Washington Nationals,J.Tena,New York Mets,0,0.7931034482758621,1,1.0,1,1.0,1,100,0.75,1.5,0.75,Y
15,T.Edman o1.5 Hits + Runs + RBIs,FirefighterBets,Los Angeles Dodgers,T.Edman,Atlanta Braves,0,0.5833333333333334,1,0.8,1,0.6,1,-110,1.0,1.9090909090909087,0.9090909090909092,Y
16,R.Suarez u17.5 Outs,PropBetGuy,Philadelphia Phillies,R.Suarez,Milwaukee Brewers,0,0.4583333333333333,0,1.0,1,0.7,1,-110,1.1,2.1,1.0,Y
17,P.Skenes u1.5 Earned Runs,PlayerPropSavant,Pittsburgh Pirates,P.Skenes,St Louis Cardinals,0,0.55,1,0.6,1,0.5,0,-110,1.38,2.6345454545454543,1.2545454545454544,Y
18,J.Cannon o15.5 outs,Rotowire Prizepicks,Chicago White Sox,J.Cannon,Los Angeles Angels,0,0.6111111111111112,1,0.6,1,0.7,1,100,1.5,3.0,1.5,Y
19,J.Bleday o0.5 hits+runs+rbi,Rotowire,Oakland Athletics,J.Bleday,Chicago Cubs,0,0.678082191780822,1,1.0,1,0.8,1,100,0.75,1.5,0.75,N
20,B.Rooker o1.5 hits+runs+rbi,Rotowire Prizepicks,Oakland Athletics,B.Rooker,Chicago Cubs,0,0.5939849624060151,1,1.0,1,0.8,1,100,1.5,3.0,1.5,Y
21,S.Arrighetti o4.5 strikeouts,Rotowire Prizepicks,Houston Astros,S.Arrighetti,San Diego Padres,0,0.7307692307692307,1,0.8,1,0.8,1,100,1.5,3.0,1.5,N
22,S.Arrighetti o16.5 outs,Rotowire,Houston Astros,S.Arrighetti,San Diego Padres,0,0.5384615384615384,1,0.8,1,0.9,1,100,0.75,1.5,0.75,N
23,R.Detmers o1.5 earned runs,Rotowire,Los Angeles Angels,R.Detmers,Chicago White Sox,1,0.7142857142857143,1,1.0,1,1.0,1,100,0.75,1.5,0.75,Y
24,C.Carroll o1.5 total bases,Rotowire Prizepicks,Arizona Diamondbacks,C.Carroll,Colorado Rockies,0,0.3943661971830985,0,0.6,1,0.3,0,100,1.5,3.0,1.5,Y
25,J.Amaya o0.5 hits+runs+rbi,Rotowire Prizepicks,Chicago White Sox,J.Amaya,Los Angeles Angels,0,0.6153846153846154,1,0.4,0,0.7,1,100,1.5,3.0,1.5,Y
