Unnamed: 0,Play,Expert,Odds,Units,Payout,Profit,Name,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
8,H.Kim o0.5 Runs Scored,Thespinzone,115,0.12,0.258,0.138,H.Kim,San Diego Padres,Los Angeles Dodgers,1.0,,,,,,
12,C.Bellinger o0.5 Runs Scored,Thespinzone,140,0.14,0.336,0.196,C.Bellinger,Chicago Cubs,Atlanta Braves,1.0,,,,,,
16,M.Wallner o0.5 Runs Scored,Thespinzone,160,0.16,0.416,0.256,M.Wallner,Minnesota Twins,Arizona Diamondbacks,1.0,,,,,,
19,M.Moustakas o0.5 Runs Scored,Thespinzone,140,0.1,0.24,0.1399999999999999,M.Moustakas,Los Angeles Angels,Seattle Mariners,1.0,,,,,,
31,D.Schneider o0.5 Runs Scored,Thespinzone,116,0.17,0.3672,0.1972,D.Schneider,Toronto Blue Jays,Boston Red Sox,0.0,,,,,,
36,Y.Diaz o0.5 Runs Scored,Thespinzone,100,0.11,0.22,0.11,Y.Diaz,Tampa Bay Rays,Detroit Tigers,0.0,,,,,,
37,R.Greene o0.5 Runs Scored,Thespinzone,135,0.1,0.235,0.135,R.Greene,Detroit Tigers,Tampa Bay Rays,1.0,,,,,,
5,O.Arcia o0.5 Runs Scored,Thespinzone,165,0.1,0.265,0.165,O.Arcia,Atlanta Braves,Chicago Cubs,0.0,0.3908045977011494,0.0,0.6,1.0,0.5,0.0
6,E.Julien o0.5 Runs Scored,Thespinzone,117,0.12,0.2603999999999999,0.1403999999999999,E.Julien,Minnesota Twins,Arizona Diamondbacks,1.0,0.3968253968253968,0.0,0.4,0.0,0.5,0.0
7,M.Wallner o0.5 Runs Scored,Thespinzone,160,0.16,0.416,0.256,M.Wallner,Minnesota Twins,Arizona Diamondbacks,1.0,0.4482758620689655,0.0,0.6,1.0,0.7,1.0
11,D.Schneider o0.5 Runs Scored,Thespinzone,116,0.17,0.3672,0.1972,D.Schneider,Toronto Blue Jays,Boston Red Sox,0.0,1.0,1.0,1.0,1.0,1.0,1.0
12,Y.Diaz o0.5 Runs Scored,Thespinzone,100,0.11,0.22,0.11,Y.Diaz,Tampa Bay Rays,Detroit Tigers,0.0,0.5212765957446809,1.0,0.6,1.0,0.5,0.0
0,B.Harper o1.5 Total Bases,Colby Conway,-110,1.0,1.9090909090909092,0.9090909090909092,B.Harper,Philadelphia Phillies,Kansas City Royals,1.0,0.4358974358974359,0.0,0.8,1.0,0.4,0.0
2,B.Harper o1.5 Total Bases,Colby Conway,-110,1.0,1.9090909090909092,0.9090909090909092,B.Harper,Philadelphia Phillies,Kansas City Royals,1.0,,,,,,
3,R.Mountcastle o1.5 Total Bases,Colby Conway,-110,1.0,1.9090909090909092,0.9090909090909092,R.Mountcastle,Baltimore Orioles,New York Mets,1.0,,,,,,
1,J.Soto o0.5 RBI,Thespinzone,170,0.1,0.27,0.17,J.Soto,San Diego Padres,Los Angeles Dodgers,1.0,0.3963963963963964,0.0,0.8,1.0,0.8,1.0
2,F.Freeman o0.5 RBI,Thespinzone,180,0.18,0.504,0.324,F.Freeman,Los Angeles Dodgers,San Diego Padres,0.0,0.4311926605504587,0.0,0.8,1.0,0.6,1.0
3,M.Betts o0.5 RBI,Thespinzone,135,0.2,0.47,0.27,M.Betts,Los Angeles Dodgers,San Diego Padres,0.0,0.4038461538461538,0.0,0.4,0.0,0.3,0.0
4,C.Morel o0.5 RBI,Thespinzone,230,0.1,0.33,0.23,C.Morel,Chicago Cubs,Atlanta Braves,1.0,0.4705882352941176,0.0,0.6,1.0,0.6,1.0
8,B.Drury o0.5 RBI,Thespinzone,145,0.1,0.245,0.145,B.Drury,Los Angeles Angels,Seattle Mariners,1.0,0.3506493506493506,0.0,0.4,0.0,0.4,0.0
9,R.Mountcastle o0.5 RBI,Thespinzone,155,0.15,0.3824999999999999,0.2324999999999999,R.Mountcastle,Baltimore Orioles,New York Mets,1.0,0.325,0.0,0.4,0.0,0.4,0.0
10,J.Turner o0.5 RBI,Thespinzone,133,0.1,0.233,0.133,J.Turner,Boston Red Sox,Toronto Blue Jays,1.0,0.4411764705882353,0.0,0.6,1.0,0.6,1.0
13,K.Calhoun o0.5 RBI,Thespinzone,148,0.1,0.248,0.148,K.Calhoun,Cleveland Guardians,Chicago White Sox,1.0,1.0,1.0,1.0,1.0,1.0,1.0
14,F.Fermin o0.5 RBI,Thespinzone,200,0.1,0.3,0.2,F.Fermin,Kansas City Royals,Philadelphia Phillies,0.0,0.425531914893617,0.0,0.8,1.0,0.7,1.0
15,A.Bohm o0.5 RBI,Thespinzone,163,0.1,0.263,0.163,A.Bohm,Philadelphia Phillies,Kansas City Royals,1.0,0.4081632653061224,0.0,0.4,0.0,0.4,0.0
16,J.Meneses o0.5 RBI,Thespinzone,163,0.1,0.263,0.163,J.Meneses,Washington Nationals,Cincinnati Reds,0.0,0.3627450980392157,0.0,0.4,0.0,0.4,0.0
6,J.Soto o0.5 RBI,Thespinzone,170,0.1,0.27,0.17,J.Soto,San Diego Padres,Los Angeles Dodgers,1.0,,,,,,
9,M.Betts o0.5 RBI,Thespinzone,135,0.2,0.47,0.27,M.Betts,Los Angeles Dodgers,San Diego Padres,0.0,,,,,,
10,C.Morel o0.5 RBI,Thespinzone,230,0.1,0.33,0.23,C.Morel,Chicago Cubs,Atlanta Braves,1.0,,,,,,
11,M.Tauchman o0.5 RBI,Thespinzone,255,0.1,0.355,0.255,M.Tauchman,Chicago Cubs,Atlanta Braves,1.0,,,,,,
14,A.Riley o0.5 RBI,Thespinzone,140,0.1,0.24,0.1399999999999999,A.Riley,Atlanta Braves,Chicago Cubs,0.0,,,,,,
