,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,T.Skubal u6.5 Ks,BJCunningham,124,1.0,T.Skubal,2.24,1.2400000000000002,Detroit Tigers,Minnesota Twins,1.0,0.5,0,0.5,0,0.5,0
1,L.Severino u5.5 Ks,MrTuttle05,-145,1.45,L.Severino,2.45,1.0000000000000002,New York Mets,Kansas City Royals,1.0,0.0,0,0.0,0,0.0,0
2,M.Wacha u5.5 Ks,BJCunningham,-110,1.1,M.Wacha,2.1,1.0,Kansas City Royals,New York Mets,0.0,0.5,0,0.5,0,0.5,0
3,M.Fried u5.5 Ks,SBK5065,-125,1.0,M.Fried,1.8,0.8,Atlanta Braves,Miami Marlins,0.0,1.0,1,1.0,1,1.0,1
4,M.Fried u5.5 Ks,GDAWG5000,-115,0.58,M.Fried,1.0843478260869563,0.5043478260869564,Atlanta Braves,Miami Marlins,0.0,1.0,1,1.0,1,1.0,1
5,M.Fried u5.5 Ks,cowhitchurch,-102,1.02,M.Fried,2.02,1.0,Atlanta Braves,Miami Marlins,0.0,1.0,1,1.0,1,1.0,1
6,M.Fried u5.5 Ks,The_Oddsmaker,-115,1.15,M.Fried,2.1499999999999995,0.9999999999999996,Atlanta Braves,Miami Marlins,0.0,1.0,1,1.0,1,1.0,1
