Unnamed: 0,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
25,C.Rea u17.5 outs,Rotowire Prizepicks,100,1.5,C.Rea,3.0,1.5,Milwaukee Brewers,Chicago Cubs,1.0,0.5384615384615384,1,0.6,1,0.5,0
1,R.Devers o1.5 Total Bases,kylemurray03,-125,1.25,R.Devers,2.25,1.0,Boston Red Sox,San Diego Padres,1.0,0.4558823529411764,0,0.4,0,0.5,0
12,J.Polanco o0.5 total bases,Rotowire Prizepicks,100,1.5,J.Polanco,3.0,1.5,Seattle Mariners,Minnesota Twins,1.0,0.625,1,0.6,1,0.7,1
8,A.Judge o1.5 Total Bases,kylemurray03,-125,1.25,A.Judge,2.25,1.0,New York Yankees,Toronto Blue Jays,0.0,0.5061728395061729,1,0.6,1,0.5,0
17,D.Canzone o0.5 hits+runs+rbi,Rotowire,100,0.75,D.Canzone,1.5,0.75,Seattle Mariners,Minnesota Twins,1.0,0.5,0,0.8,1,0.8,1
18,M.Vientos o0.5 hits+runs+rbi,Rotowire,100,0.75,M.Vientos,1.5,0.75,New York Mets,Houston Astros,1.0,0.6764705882352942,1,0.6,1,0.6,1
7,J.Taillon o5.5 Hits Allowed,PropBetGuy,100,1.0,J.Taillon,2.0,1.0,Chicago Cubs,Milwaukee Brewers,0.0,0.6666666666666666,1,0.8,1,0.7,1
2,C.Morton o5.5 Ks,kylemurray03,105,1.0,C.Morton,2.05,1.0499999999999998,Atlanta Braves,Pittsburgh Pirates,1.0,0.5714285714285714,1,0.6,1,0.6,1
7,D.Hudson u3.5 strikeouts,Rotowire,100,0.75,D.Hudson,1.5,0.75,Colorado Rockies,Chicago White Sox,0.0,0.6666666666666666,1,0.6,1,0.8,1
8,C.Morton u6.5 strikeouts,Rotowire,100,0.75,C.Morton,1.5,0.75,Atlanta Braves,Pittsburgh Pirates,1.0,0.6428571428571429,1,0.6,1,0.6,1
9,L.Knack o3.5 strikeouts,Rotowire,100,0.75,L.Knack,1.5,0.75,Los Angeles Dodgers,San Francisco Giants,0.0,0.6,1,0.6,1,0.6,1
10,C.Sanchez o4.5 strikeouts,Rotowire,100,0.75,C.Sanchez,1.5,0.75,Philadelphia Phillies,Miami Marlins,1.0,0.5333333333333333,1,0.4,0,0.5,0
11,B.Ober u6.5 strikeouts,Rotowire,100,0.75,B.Ober,1.5,0.75,Minnesota Twins,Seattle Mariners,0.0,0.6,1,0.6,1,0.6,1
13,S.Cecconi u4.5 strikeouts,Rotowire Prizepicks,100,1.5,S.Cecconi,3.0,1.5,Arizona Diamondbacks,Oakland Athletics,1.0,0.8,1,0.8,1,0.8,1
14,R.Vasquez u3.5 strikeouts,Rotowire Prizepicks,100,1.5,R.Vasquez,3.0,1.5,San Diego Padres,Boston Red Sox,0.0,0.7,1,0.6,1,0.7,1
15,Z.Eflin o4.5 strikeouts,Rotowire Prizepicks,100,1.5,Z.Eflin,3.0,1.5,Tampa Bay Rays,Washington Nationals,1.0,0.5714285714285714,1,0.4,0,0.4,0
0,K.Tyler o2.5 Ks,MrTuttle05,-167,1.67,K.Tyler,2.6699999999999995,0.9999999999999996,Miami Marlins,Philadelphia Phillies,0.0,0.0,0,0.0,0,0.0,0
5,C.Rea u4.5 Ks,The_Oddsmaker,-120,1.2,C.Rea,2.2,1.0000000000000002,Milwaukee Brewers,Chicago Cubs,1.0,0.5384615384615384,1,0.4,0,0.5,0
6,C.Rea u4.5 Ks,MrTuttle05,-110,1.1,C.Rea,2.1,1.0,Milwaukee Brewers,Chicago Cubs,1.0,0.5384615384615384,1,0.4,0,0.5,0
27,A.Suarez u3.5 strikeouts,Rotowire Prizepicks,100,1.5,A.Suarez,3.0,1.5,Baltimore Orioles,Texas Rangers,1.0,0.3333333333333333,0,0.4,0,0.3333333333333333,0
