,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,P.Corbin u17.5 Outs,gneiffer07,-121,1.21,P.Corbin,2.21,1.0,Washington Nationals,St Louis Cardinals,1.0,0.5294117647058824,1,0.6,1,0.5,0
3,N.Cortes u17.5 Outs,gneiffer07,145,1.0,N.Cortes,2.45,1.4500000000000002,New York Yankees,Boston Red Sox,1.0,0.5,0,0.4,0,0.6,1
5,R.Vasquez u15.5 outs,Rotowire,100,0.75,R.Vasquez,1.5,0.75,San Diego Padres,Arizona Diamondbacks,1.0,0.8181818181818182,1,0.8,1,0.8,1
11,D.Thorpe u16.5 outs,Rotowire Prizepicks,100,1.5,D.Thorpe,3.0,1.5,Chicago White Sox,Miami Marlins,0.0,0.5,0,0.5,0,0.5,0
4,D.Thorpe o15.5 outs,Rotowire,100,0.75,D.Thorpe,1.5,0.75,Chicago White Sox,Miami Marlins,0.0,0.5,0,0.5,0,0.5,0
