,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,H.Birdsong u5.5 Ks,PropBetGuy,-130,1.3,H.Birdsong,2.3,0.9999999999999998,San Francisco Giants,Minnesota Twins,1.0,1.0,1,1.0,1,1.0,1
1,A.Abbott u5.5 Ks,kylemurray03,-122,1.22,A.Abbott,2.22,1.0000000000000002,Cincinnati Reds,Miami Marlins,1.0,0.6666666666666666,1,0.6,1,0.7,1
2,M.Parker u5.5 Ks,kylemurray03,-163,1.63,M.Parker,2.63,1.0,Washington Nationals,Milwaukee Brewers,0.0,0.6875,1,0.6,1,0.6,1
3,R.Feltner u4.5 Ks,kylemurray03,-122,1.22,R.Feltner,2.22,1.0000000000000002,Colorado Rockies,New York Mets,0.0,0.6111111111111112,1,0.4,0,0.5,0
4,K.Crawford o4.5 strikeouts,Rotowire,100,0.75,K.Crawford,1.5,0.75,Boston Red Sox,Kansas City Royals,1.0,0.8333333333333334,1,0.8,1,0.8,1
5,N.Eovaldi u5.5 strikeouts,Rotowire Prizepicks,100,1.5,N.Eovaldi,3.0,1.5,Texas Rangers,Houston Astros,0.0,0.4,0,0.4,0,0.4,0
6,R.Feltner u4.5 strikeouts,Rotowire Prizepicks,100,1.5,R.Feltner,3.0,1.5,Colorado Rockies,New York Mets,0.0,0.6111111111111112,1,0.4,0,0.5,0
