Unnamed: 0,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
12,N.Lowe o0.5 Runs Scored,Thespinzone,125,0.1,N.Lowe,0.225,0.125,Texas Rangers,St. Louis Cardinals,1.0,,,,,,
2,N.Lowe o0.5 Runs Scored,Thespinzone,125,0.1,N.Lowe,0.225,0.125,Texas Rangers,St. Louis Cardinals,1.0,0.5333333333333333,1.0,0.6,1.0,0.4,0.0
1,M.Betts o1.5 Total Bases,charliedisturco,-110,0.5,M.Betts,0.9545454545454546,0.4545454545454546,Los Angeles Dodgers,Cincinnati Reds,0.0,,,,,,
7,C.Walker o1.5 Total Bases,NicholaskMartin,-115,0.43,C.Walker,0.8039130434782608,0.3739130434782607,Arizona Diamondbacks,Washington Nationals,0.0,,,,,,
8,C.Walker o1.5 Total Bases,charliedisturco,-115,0.5,C.Walker,0.934782608695652,0.4347826086956521,Arizona Diamondbacks,Washington Nationals,0.0,,,,,,
14,P.Goldschmidt o1.5 Total Bases,charliedisturco,125,0.5,P.Goldschmidt,1.125,0.625,St. Louis Cardinals,Texas Rangers,0.0,,,,,,
19,P.Alonso o1.5 Total Bases,NicholaskMartin,120,0.75,P.Alonso,1.65,0.9000000000000001,New York Mets,Atlanta Braves,0.0,,,,,,
20,S.Murphy o1.5 Total Bases,charliedisturco,130,0.65,S.Murphy,1.495,0.8449999999999999,Atlanta Braves,New York Mets,1.0,,,,,,
24,R.Castro o1.5 Total Bases,charliedisturco,145,0.73,R.Castro,1.7885,1.0585,Pittsburgh Pirates,Oakland Athletics,1.0,,,,,,
0,C.Walker o1.5 Total Bases,NicholaskMartin,-115,0.43,C.Walker,0.8039130434782608,0.3739130434782607,Arizona Diamondbacks,Washington Nationals,0.0,0.3508771929824561,0.0,0.6,1.0,0.3,0.0
1,C.Walker o1.5 Total Bases,charliedisturco,-115,0.5,C.Walker,0.934782608695652,0.4347826086956521,Arizona Diamondbacks,Washington Nationals,0.0,0.3508771929824561,0.0,0.6,1.0,0.3,0.0
5,P.Alonso o1.5 Total Bases,NicholaskMartin,120,0.75,P.Alonso,1.65,0.9000000000000001,New York Mets,Atlanta Braves,0.0,0.4426229508196721,0.0,0.4,0.0,0.4,0.0
8,R.Mcmahon o1.5 total bases,Chris Landers,105,1.0,R.Mcmahon,2.05,,Colorado Rockies,San Francisco Giants,1.0,0.3833333333333333,0.0,0.8,1.0,0.7,1.0
3,C.Seager o0.5 RBI,Thespinzone,170,0.1,C.Seager,0.27,0.17,Texas Rangers,St. Louis Cardinals,1.0,0.5172413793103449,1.0,0.6,1.0,0.5,0.0
2,A.Monasterio o0.5 RBI,Thespinzone,290,0.29,A.Monasterio,1.131,0.841,Milwaukee Brewers,Baltimore Orioles,1.0,,,,,,
3,J.Lester o0.5 RBI,Thespinzone,295,0.08,J.Lester,0.316,0.236,Baltimore Orioles,Milwaukee Brewers,0.0,,,,,,
10,N.Gorman o0.5 RBI,Thespinzone,170,0.1,N.Gorman,0.27,0.17,St. Louis Cardinals,Texas Rangers,0.0,,,,,,
11,J.Heim o0.5 RBI,Thespinzone,165,0.1,J.Heim,0.265,0.165,Texas Rangers,St. Louis Cardinals,1.0,,,,,,
13,C.Seager o0.5 RBI,Thespinzone,170,0.1,C.Seager,0.27,0.17,Texas Rangers,St. Louis Cardinals,1.0,,,,,,
0,M.Betts o0.5 HR,charliedisturco,310,0.31,M.Betts,1.271,0.961,Los Angeles Dodgers,Cincinnati Reds,0.0,,,,,,
22,J.Taillon u4.5 Ks,jimsannes,-128,1.1,J.Taillon,1.959375,0.859375,Chicago Cubs,Los Angeles Angels,0.0,,,,,,
28,C.Bassitt o4.5 Ks,jimsannes,-120,1.0,C.Bassitt,1.8333333333333333,0.8333333333333335,Toronto Blue Jays,Houston Astros,1.0,,,,,,
16,M.Wacha u5.5 Ks,OldManWhoBets,-145,1.0,M.Wacha,1.6896551724137931,0.6896551724137931,San Diego Padres,Seattle Mariners,1.0,,,,,,
