Unnamed: 0,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,S.Ohtani o1.5 Total Bases,charliedisturco,-105,0.5,S.Ohtani,0.9761904761904762,0.4761904761904761,Los Angeles Dodgers,Cincinnati Reds,1.0,0.5714285714285714,1,0.6,1,0.6,1
1,K.Tucker o0.5 total bases,Rotowire,100,0.75,K.Tucker,1.5,0.75,Houston Astros,Milwaukee Brewers,1.0,0.6976744186046512,1,1.0,1,0.9,1
0,M.Fried u2.5 BB,The_Oddsmaker,-155,1.55,M.Fried,2.55,0.9999999999999998,Atlanta Braves,San Diego Padres,1.0,0.5,0,0.4,0,0.5,0
1,M.Fried u2.5 BB,SBK5065,-155,1.55,M.Fried,2.55,0.9999999999999998,Atlanta Braves,San Diego Padres,1.0,0.5,0,0.4,0,0.5,0
2,J.Paxton u2.5 BB,cowhitchurch,-150,0.75,J.Paxton,1.25,0.5,Los Angeles Dodgers,Cincinnati Reds,1.0,0.4285714285714285,0,0.4,0,0.4285714285714285,0
0,N.Cortes u6.5 Ks,GreenDotDaily,-144,1.0,N.Cortes,1.6944444444444444,0.6944444444444444,New York Yankees,Chicago White Sox,1.0,0.7777777777777778,1,0.6,1,0.7777777777777778,1
1,N.Cortes u6.5 Ks,The_Oddsmaker,-144,1.44,N.Cortes,2.44,1.0,New York Yankees,Chicago White Sox,1.0,0.7777777777777778,1,0.6,1,0.7777777777777778,1
2,N.Cortes u6.5 Ks,cowhitchurch,-144,0.72,N.Cortes,1.22,0.5,New York Yankees,Chicago White Sox,1.0,0.7777777777777778,1,0.6,1,0.7777777777777778,1
3,T.Anderson o4.5 Ks,cowhitchurch,-102,0.51,T.Anderson,1.01,0.5,Los Angeles Angels,Texas Rangers,0.0,0.5,0,0.6,1,0.5,0
4,J.Means o4.5 Ks,PropBetGuy,-120,1.2,J.Means,2.2,1.0000000000000002,Baltimore Orioles,Seattle Mariners,1.0,0.5,0,0.5,0,0.5,0
5,K.Hendricks u4.5 Ks,cowhitchurch,-115,0.5,K.Hendricks,0.934782608695652,0.4347826086956521,Chicago Cubs,Pittsburgh Pirates,1.0,0.6666666666666666,1,0.6,1,0.6666666666666666,1
6,F.Peralta u6.5 ks,Jason Radowitz,-142,1.0,F.Peralta,1.704225352112676,0.704225352112676,Milwaukee Brewers,Houston Astros,0.0,0.25,0,0.4,0,0.25,0
7,R.Feltner o1.5 walks,Teddy Ricketson,-135,1.0,R.Feltner,1.7407407407407407,0.7407407407407407,Colorado Rockies,San Francisco Giants,0.0,0.0,0,0.0,0,0.0,0
8,R.Nelson u4.5 strikeouts,Rotowire,100,0.75,R.Nelson,1.5,0.75,Arizona Diamondbacks,Detroit Tigers,1.0,0.8333333333333334,1,0.8,1,0.8333333333333334,1
9,B.Miller o4.5 strikeouts,Rotowire,100,0.75,B.Miller,1.5,0.75,Seattle Mariners,Baltimore Orioles,0.0,0.75,1,0.8,1,0.75,1
10,J.Means u5.5 strikeouts,Rotowire,100,0.75,J.Means,1.5,0.75,Baltimore Orioles,Seattle Mariners,1.0,0.5,0,0.5,0,0.5,0
11,J.Paxton u5.5 strikeouts,Rotowire,100,0.75,J.Paxton,1.5,0.75,Los Angeles Dodgers,Cincinnati Reds,1.0,1.0,1,1.0,1,1.0,1
0,C.Joe o0.5 Runs Scored,Thespinzone,150,0.38,C.Joe,0.95,0.57,Pittsburgh Pirates,Chicago Cubs,0.0,0.5135135135135135,1,0.6,1,0.5,0
