Unnamed: 0,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
21,G.Henderson o0.5 HR,Jason Radowitz,390,0.1,G.Henderson,0.49,0.39,Baltimore Orioles,Toronto Blue Jays,0.0,0.3275862068965517,0,0.4,0,0.3,0
22,A.Bregman o0.5 HR,Jason Radowitz,630,0.1,A.Bregman,0.73,0.63,Houston Astros,St Louis Cardinals,1.0,0.1379310344827586,0,0.8,1,0.5,0
11,C.Taylor u1.5 total bases,Rotowire,100,0.75,C.Taylor,1.5,0.75,Los Angeles Dodgers,Pittsburgh Pirates,0.0,0.9666666666666668,1,0.8,1,0.9,1
12,J.Rogers u1.5 total bases,Rotowire,100,0.75,J.Rogers,1.5,0.75,Detroit Tigers,Texas Rangers,0.0,0.7222222222222222,1,0.4,0,0.6,1
17,B.Buxton o0.5 total bases,Rotowire Prizepicks,100,1.5,B.Buxton,3.0,1.5,Minnesota Twins,New York Yankees,0.0,0.6410256410256411,1,0.2,0,0.4,0
18,J.Siri o0.5 total bases,Rotowire Prizepicks,100,1.5,J.Siri,3.0,1.5,Tampa Bay Rays,Miami Marlins,0.0,0.4782608695652174,0,0.8,1,0.6,1
1,G.Kirby u0.5 BB,cowhitchurch,170,0.5,G.Kirby,1.35,0.8500000000000001,Seattle Mariners,Oakland Athletics,0.0,0.5833333333333334,1,0.6,1,0.6,1
0,T.Williams u4.5 Ks,cowhitchurch,-154,0.77,T.Williams,1.27,0.5,Washington Nationals,New York Mets,1.0,0.6363636363636364,1,0.6,1,0.7,1
1,M.Fried u6.5 Ks,GreenDotDaily,-132,1.0,M.Fried,1.7575757575757576,0.7575757575757576,Atlanta Braves,Boston Red Sox,0.0,0.7272727272727273,1,0.6,1,0.7,1
2,M.Fried u6.5 Ks,The_Oddsmaker,-132,1.32,M.Fried,2.3200000000000003,1.0000000000000002,Atlanta Braves,Boston Red Sox,0.0,0.7272727272727273,1,0.6,1,0.7,1
3,M.Fried u7.5 Ks,SBK5065,-190,1.2,M.Fried,1.8315789473684208,0.6315789473684208,Atlanta Braves,Boston Red Sox,0.0,0.9090909090909092,1,0.8,1,0.9,1
7,J.Flaherty u6.5 Ks,cowhitchurch,-136,0.68,J.Flaherty,1.1800000000000002,0.5000000000000001,Detroit Tigers,Texas Rangers,0.0,0.2727272727272727,0,0.2,0,0.3,0
13,B.Ober o4.5 strikeouts,Rotowire,100,0.75,B.Ober,1.5,0.75,Minnesota Twins,New York Yankees,0.0,0.5454545454545454,1,0.6,1,0.6,1
14,B.Walston o3.5 strikeouts,Rotowire,100,0.75,B.Walston,1.5,0.75,Arizona Diamondbacks,San Francisco Giants,1.0,1.0,1,1.0,1,1.0,1
15,M.Spence u4.5 strikeouts,Rotowire,100,0.75,M.Spence,1.5,0.75,Oakland Athletics,Seattle Mariners,1.0,1.0,1,1.0,1,1.0,1
16,C.Sanchez u5.5 strikeouts,Rotowire,100,0.75,C.Sanchez,1.5,0.75,Philadelphia Phillies,Milwaukee Brewers,1.0,0.5454545454545454,1,0.6,1,0.6,1
2,M.Spence o4.5 Ks,cowhitchurch,-120,0.6,M.Spence,1.1,0.5000000000000001,Oakland Athletics,Seattle Mariners,1.0,0.0,0,0.0,0,0.0,0
9,C.Flexen o3.5 Ks,cowhitchurch,-137,0.69,C.Flexen,1.1936496350364962,0.5036496350364963,Chicago White Sox,Chicago Cubs,0.0,0.6,1,0.8,1,0.6,1
