,Unnamed: 0,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
0,1,S.Kwan o0.5 Runs Scored,Thespinzone,125,0.25,S.Kwan,0.5625,0.3125,Cleveland Guardians,Toronto Blue Jays,0,0.65,1,1.0,1,0.7,1,N
1,5,Z.Littell o4.5 Ks,kylemurray03,-114,1.14,Z.Littell,2.14,0.9999999999999998,Tampa Bay Rays,Atlanta Braves,0,0.6153846153846154,1,0.4,0,0.6,1,N
2,6,Z.Littell o4.5 Ks,GreenDotDaily,115,1.0,Z.Littell,2.15,1.15,Tampa Bay Rays,Atlanta Braves,0,0.6153846153846154,1,0.4,0,0.6,1,N
3,7,Z.Littell o4.5 Ks,The_Oddsmaker,115,1.0,Z.Littell,2.15,1.15,Tampa Bay Rays,Atlanta Braves,0,0.6153846153846154,1,0.4,0,0.6,1,N
4,8,C.Sale o7.5 Ks,kylemurray03,114,0.96,C.Sale,2.0544,1.0943999999999998,Atlanta Braves,Tampa Bay Rays,1,0.5,0,0.8,1,0.6,1,N
5,9,K.Bradish o5.5 Ks,kylemurray03,-118,1.18,K.Bradish,2.18,0.9999999999999998,Baltimore Orioles,Philadelphia Phillies,1,0.7142857142857143,1,0.8,1,0.7142857142857143,1,N
6,10,R.Suarez o4.5 Ks,kylemurray03,-150,1.5,R.Suarez,2.5,1.0,Philadelphia Phillies,Baltimore Orioles,0,0.7692307692307693,1,0.6,1,0.8,1,Y
7,11,T.Skubal u6.5 Ks,cowhitchurch,-142,0.71,T.Skubal,1.21,0.5,Detroit Tigers,Houston Astros,0,0.5384615384615384,1,0.6,1,0.5,0,Y
8,14,M.Spence o15.5 Outs,kylemurray03,-120,1.2,M.Spence,2.2,1.0000000000000002,Oakland Athletics,Minnesota Twins,0,0.6,1,0.6,1,0.6,1,Y
9,15,M.Gore u6.5 Ks,GreenDotDaily,-125,1.0,M.Gore,1.8,0.8,Washington Nationals,Miami Marlins,1,0.5384615384615384,1,0.4,0,0.5,0,N
10,17,S.Manaea u4.5 Ks,cowhitchurch,-137,0.69,S.Manaea,1.1936496350364962,0.5036496350364963,New York Mets,San Diego Padres,1,0.5,0,0.4,0,0.6,1,N
11,18,S.Manaea u17.5 Outs,PropBetGuy,-125,1.25,S.Manaea,2.25,1.0,New York Mets,San Diego Padres,1,0.75,1,0.8,1,0.8,1,Y
12,26,R.Devers o0.5 Runs Scored,Thespinzone,110,0.25,R.Devers,0.525,0.275,Boston Red Sox,New York Yankees,1,0.5087719298245614,1,0.4,0,0.6,1,Y
13,28,L.Gil o6.5 Ks,kylemurray03,-115,1.15,L.Gil,2.1499999999999995,0.9999999999999996,New York Yankees,Boston Red Sox,0,0.3846153846153846,0,0.6,1,0.4,0,N
14,32,R.Marchan u1.5 total bases,Rotowire,100,0.75,R.Marchan,1.5,0.75,Philadelphia Phillies,Baltimore Orioles,0,1.0,1,1.0,1,1.0,1,N
15,33,R.Kreidler u1.5 total bases,Rotowire,100,0.75,R.Kreidler,1.5,0.75,Detroit Tigers,Houston Astros,0,0.5,0,0.5,0,0.5,0,Y
16,34,R.Suarez o4.5 strikeouts,Rotowire,100,0.75,R.Suarez,1.5,0.75,Philadelphia Phillies,Baltimore Orioles,0,0.7692307692307693,1,0.6,1,0.8,1,Y
17,35,K.Bradish o5.5 strikeouts,Rotowire,100,0.75,K.Bradish,1.5,0.75,Baltimore Orioles,Philadelphia Phillies,1,0.7142857142857143,1,0.8,1,0.7142857142857143,1,N
18,36,K.Gausman o4.5 strikeouts,Rotowire,100,0.75,K.Gausman,1.5,0.75,Toronto Blue Jays,Cleveland Guardians,1,0.6153846153846154,1,0.6,1,0.7,1,Y
19,39,A.Heaney u5.5 strikeouts,Rotowire,100,0.75,A.Heaney,1.5,0.75,Texas Rangers,Seattle Mariners,0,0.6666666666666666,1,0.6,1,0.7,1,Y
20,40,T.Locklear o0.5 total bases,Rotowire Prizepicks,100,1.5,T.Locklear,3.0,1.5,Seattle Mariners,Texas Rangers,1,0.8,1,0.8,1,0.8,1,Y
21,41,F.Tatis o1.5 hits+runs+rbi,Rotowire Prizepicks,100,1.5,F.Tatis,3.0,1.5,San Diego Padres,New York Mets,0,0.6428571428571429,1,0.8,1,0.8,1,N
22,42,F.Peralta u7.5 strikeouts,Rotowire Prizepicks,100,1.5,F.Peralta,3.0,1.5,Milwaukee Brewers,Cincinnati Reds,1,0.6923076923076923,1,0.8,1,0.8,1,Y
