,Unnamed: 0,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
0,0,P.Corbin u17.5 Outs,gneiffer07,-121,1.21,P.Corbin,2.21,1.0,Washington Nationals,St Louis Cardinals,1.0,0.5294117647058824,1,0.6,1,0.5,0,Y
1,3,N.Cortes u17.5 Outs,gneiffer07,145,1.0,N.Cortes,2.45,1.4500000000000002,New York Yankees,Boston Red Sox,1.0,0.5,0,0.4,0,0.6,1,N
2,4,D.Thorpe o15.5 outs,Rotowire,100,0.75,D.Thorpe,1.5,0.75,Chicago White Sox,Miami Marlins,0.0,0.5,0,0.5,0,0.5,0,Y
3,5,R.Vasquez u15.5 outs,Rotowire,100,0.75,R.Vasquez,1.5,0.75,San Diego Padres,Arizona Diamondbacks,1.0,0.8181818181818182,1,0.8,1,0.8,1,N
4,6,D.Thorpe u4.5 strikeouts,Rotowire,100,0.75,D.Thorpe,1.5,0.75,Chicago White Sox,Miami Marlins,0.0,0.75,1,0.75,1,0.75,1,N
5,8,T.Bibee o6.5 strikeouts,Rotowire,100,0.75,T.Bibee,1.5,0.75,Cleveland Guardians,San Francisco Giants,1.0,0.5294117647058824,1,0.8,1,0.6,1,N
6,9,R.Vasquez u3.5 strikeouts,Rotowire,100,0.75,R.Vasquez,1.5,0.75,San Diego Padres,Arizona Diamondbacks,1.0,0.7272727272727273,1,0.8,1,0.7,1,N
7,10,C.Spiers u4.5 strikeouts,Rotowire,100,0.75,C.Spiers,1.5,0.75,Cincinnati Reds,Detroit Tigers,1.0,0.3333333333333333,0,0.3333333333333333,0,0.3333333333333333,0,Y
8,13,K.Freeland o3.5 strikeouts,Rotowire Prizepicks,100,1.5,K.Freeland,3.0,1.5,Colorado Rockies,Kansas City Royals,1.0,0.1666666666666666,0,0.2,0,0.1666666666666666,0,Y
