Unnamed: 0,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
13,J.Ramirez u2.5 hits+runs+rbi,Rotowire,100,0.75,J.Ramirez,1.5,0.75,Cleveland Guardians,Detroit Tigers,1.0,0.5157894736842106,1,0.6,1,0.7,1
14,N.Marte o0.5 hits+runs+rbi,Rotowire,100,0.75,N.Marte,1.5,0.75,Cincinnati Reds,Atlanta Braves,0.0,0.6666666666666666,1,0.8,1,0.8,1
4,Z.Wheeler u18.5 Outs,SBK5065,-180,1.0,Z.Wheeler,1.5555555555555556,0.5555555555555556,Philadelphia Phillies,Minnesota Twins,0.0,0.5263157894736842,1,0.6,1,0.4,0
7,J.Quintana o15.5 Outs,gneiffer07,110,0.95,J.Quintana,1.995,1.045,New York Mets,New York Yankees,0.0,0.5789473684210527,1,0.8,1,0.7,1
10,G.Crochet u15.5 Outs,SBK5065,-196,1.96,G.Crochet,2.96,1.0,Chicago White Sox,Texas Rangers,0.0,0.4,0,0.4,0,0.2,0
12,J.Soriano o15.5 Outs,PropBetGuy,105,1.0,J.Soriano,2.05,1.0499999999999998,Los Angeles Angels,Seattle Mariners,0.0,0.6,1,0.6,1,0.7,1
9,J.Taillon u17.5 Outs,MrTuttle05,100,1.0,J.Taillon,2.0,1.0,Chicago Cubs,Milwaukee Brewers,1.0,0.4375,0,0.2,0,0.3,0
0,O.Cruz o1.5 Total Bases,charliedisturco,120,0.4,O.Cruz,0.8800000000000001,0.4800000000000001,Pittsburgh Pirates,St Louis Cardinals,1.0,0.4204545454545454,0,0.6,1,0.5,0
2,P.Skenes o7.5 Ks,MikeRandle,-120,1.5,P.Skenes,2.75,1.25,Pittsburgh Pirates,St Louis Cardinals,1.0,0.7272727272727273,1,0.8,1,0.8,1
5,Z.Wheeler u6.5 Ks,PropBetGuy,-118,1.18,Z.Wheeler,2.18,0.9999999999999998,Philadelphia Phillies,Minnesota Twins,0.0,0.5263157894736842,1,0.4,0,0.6,1
8,C.Sale o7.5 Ks,charliedisturco,-118,1.18,C.Sale,2.18,0.9999999999999998,Atlanta Braves,Cincinnati Reds,1.0,0.5555555555555556,1,0.8,1,0.7,1
15,S.Armstrong u1.5 strikeouts,Rotowire,100,0.75,S.Armstrong,1.5,0.75,Tampa Bay Rays,Toronto Blue Jays,0.0,0.4,0,0.4,0,0.4,0
19,K.Tyler u3.5 strikeouts,Rotowire,100,0.75,K.Tyler,1.5,0.75,Miami Marlins,Baltimore Orioles,1.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1
20,A.Suarez u4.5 strikeouts,Rotowire,100,0.75,A.Suarez,1.5,0.75,Baltimore Orioles,Miami Marlins,0.0,0.6666666666666666,1,0.8,1,0.7,1
21,J.Soriano u5.5 strikeouts,Rotowire Prizepicks,100,1.5,J.Soriano,3.0,1.5,Los Angeles Angels,Seattle Mariners,0.0,0.6,1,1.0,1,0.7,1
22,D.Herz o4.5 strikeouts,Rotowire Prizepicks,100,1.5,D.Herz,3.0,1.5,Washington Nationals,San Diego Padres,1.0,0.5714285714285714,1,0.6,1,0.5714285714285714,1
25,J.Berrios u4.5 strikeouts,Rotowire Prizepicks,100,1.5,J.Berrios,3.0,1.5,Toronto Blue Jays,Tampa Bay Rays,1.0,0.5,0,0.6,1,0.6,1
26,J.Gray u4.5 strikeouts,Rotowire Prizepicks,100,1.5,J.Gray,3.0,1.5,Texas Rangers,Chicago White Sox,1.0,0.6875,1,1.0,1,0.8,1
6,D.Herz u4.5 Ks,SBK5065,-130,1.0,D.Herz,1.7692307692307692,0.7692307692307692,Washington Nationals,San Diego Padres,1.0,0.4285714285714285,0,0.4,0,0.4285714285714285,0
10,O.Bido o2.5 strikeouts,Rotowire,100,0.75,O.Bido,1.5,0.75,Oakland Athletics,Houston Astros,1.0,1.0,1,1.0,1,1.0,1
11,J.Montgomery o2.5 strikeouts,Rotowire,100,0.75,J.Montgomery,1.5,0.75,Arizona Diamondbacks,Kansas City Royals,0.0,0.6923076923076923,1,0.6,1,0.7,1
12,X.Curry o2.5 strikeouts,Rotowire,100,0.75,X.Curry,1.5,0.75,Cleveland Guardians,Detroit Tigers,1.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1
