Unnamed: 0,Play,Expert,Odds,Units,Payout,Profit,Name,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,E.Perez u2.5 earned runs,Chris Landers,-130,1.0,1.7692307692307692,0.7692307692307692,E.Perez,Miami Marlins,Cincinnati Reds,0,0.8181818181818182,1.0,0.8,1.0,0.8,1.0
0,K.Waldichuk u5.5 Ks,cowhitchurch,-142,0.71,1.21,0.5,K.Waldichuk,Oakland Athletics,Texas Rangers,1,,,,,,
1,F.Peralta u7.5 Ks,Thespinzone,140,0.08,0.192,0.112,F.Peralta,Milwaukee Brewers,Colorado Rockies,1,,,,,,
2,G.Williams o4.5 Ks,cowhitchurch,-135,0.5,0.8703703703703703,0.3703703703703703,G.Williams,Cleveland Guardians,Toronto Blue Jays,1,,,,,,
0,C.Bellinger o0.5 Runs Scored,Thespinzone,120,0.13,0.286,0.156,C.Bellinger,Chicago Cubs,New York Mets,0,0.5925925925925926,1.0,0.6,1.0,0.5,0.0
1,S.Ohtani o0.5 Runs Scored,Thespinzone,-110,0.14,0.2672727272727273,0.1272727272727273,S.Ohtani,Los Angeles Angels,San Francisco Giants,1,0.5818181818181818,1.0,0.8,1.0,0.6,1.0
2,A.Garcia o0.5 Runs Scored,Thespinzone,100,0.15,0.3,0.15,A.Garcia,Texas Rangers,Oakland Athletics,0,0.5137614678899083,1.0,0.8,1.0,0.6,1.0
0,C.Seager o0.5 RBI,Thespinzone,140,0.1,0.24,0.1399999999999999,C.Seager,Texas Rangers,Oakland Athletics,0,0.5,0.0,0.8,1.0,0.5,0.0
1,M.Olson o0.5 RBI,Thespinzone,105,0.16,0.3279999999999999,0.1679999999999999,M.Olson,Atlanta Braves,Pittsburgh Pirates,0,0.4770642201834862,0.0,1.0,1.0,0.9,1.0
