Unnamed: 0,Play,Expert,Odds,Units,Payout,Profit,Name,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,M.Perez u3.5 strikeouts,Dan Servodidio,-110,1.0,1.9090909090909092,0.9090909090909092,M.Perez,Texas Rangers,Toronto Blue Jays,1,,,,,,
1,H.Greene o6.5 Ks,JoeDellera,-105,0.25,0.4880952380952381,0.238095238095238,H.Greene,Cincinnati Reds,Houston Astros,0,,,,,,
2,J.Ryan u7.5 Ks,SBK5065,-140,0.7,1.2,0.5,J.Ryan,Minnesota Twins,Detroit Tigers,1,,,,,,
3,J.Ryan u7.5 Ks,The_Oddsmaker,-128,1.28,2.28,1.0000000000000002,J.Ryan,Minnesota Twins,Detroit Tigers,1,,,,,,
0,C.Morel o0.5 Runs Scored,Thespinzone,140,0.1,0.24,0.1399999999999999,C.Morel,Chicago Cubs,Baltimore Orioles,1,,,,,,
1,A.Hays o0.5 Runs Scored,Thespinzone,120,0.1,0.22,0.12,A.Hays,Baltimore Orioles,Chicago Cubs,0,,,,,,
0,P.Goldschmidt o1.5 Total Bases,charliedisturco,110,0.5,1.05,0.55,P.Goldschmidt,St. Louis Cardinals,New York Mets,0,0.4328358208955223,0.0,0.8,1.0,0.4,0.0
